timestamp,ticker,open,high,low,close,volume
2026-01-05T17:30:00+00:00,AAPL,193.12,193.52,192.4,192.77,1024731
2026-01-05T17:35:00+00:00,AAPL,192.77,192.94,191.93,192.27,1643872
2026-01-05T17:40:00+00:00,AAPL,192.27,193.06,191.96,192.82,1208095
2026-01-05T17:45:00+00:00,AAPL,192.82,192.96,192.17,192.42,1411247
2026-01-05T17:50:00+00:00,AAPL,192.42,192.5,191.52,191.9,1653974
2026-01-05T17:55:00+00:00,AAPL,191.9,192.11,191.34,191.49,1351007
2026-01-05T18:00:00+00:00,AAPL,191.49,191.6,191.09,191.39,2353115
2026-01-05T18:05:00+00:00,AAPL,191.39,192.23,191.14,192.06,1466369
2026-01-05T18:10:00+00:00,AAPL,192.06,192.65,191.76,192.54,1322948
2026-01-05T18:15:00+00:00,AAPL,192.54,192.88,191.81,192.04,2368560
2026-01-05T18:20:00+00:00,AAPL,192.04,192.3,191.72,192.18,2039968
2026-01-05T18:25:00+00:00,AAPL,192.18,192.98,192.13,192.71,1805841
2026-01-05T18:30:00+00:00,AAPL,192.71,192.9,192.47,192.53,1343520
2026-01-05T18:35:00+00:00,AAPL,192.53,192.89,191.74,191.93,1173399
2026-01-05T18:40:00+00:00,AAPL,191.93,192.16,191.64,191.85,2266370
2026-01-05T18:45:00+00:00,AAPL,191.85,192.2,191.48,192.15,1613782
2026-01-05T18:50:00+00:00,AAPL,192.15,192.23,191.97,192.06,938516
2026-01-05T18:55:00+00:00,AAPL,192.06,192.46,191.66,192.12,1077656
2026-01-05T19:00:00+00:00,AAPL,192.12,192.17,191.3,191.6,1096722
2026-01-05T19:05:00+00:00,AAPL,191.6,191.76,191.34,191.59,1827211
2026-01-05T19:10:00+00:00,AAPL,191.59,192.18,191.42,191.82,1455702
2026-01-05T19:15:00+00:00,AAPL,191.82,192.14,191.04,191.4,953333
2026-01-05T19:20:00+00:00,AAPL,191.4,191.81,191.13,191.71,1606516
2026-01-05T19:25:00+00:00,AAPL,191.71,192.0,191.09,191.25,2238350
2026-01-05T19:30:00+00:00,AAPL,191.25,191.42,190.99,191.27,1694755
2026-01-05T19:35:00+00:00,AAPL,191.27,192.12,190.91,191.79,1903596
2026-01-05T19:40:00+00:00,AAPL,191.79,192.13,191.6,191.92,1948567
2026-01-05T19:45:00+00:00,AAPL,191.92,192.36,191.83,192.14,1447817
2026-01-05T19:50:00+00:00,AAPL,192.14,192.31,191.58,191.85,1657970
2026-01-05T19:55:00+00:00,AAPL,191.85,192.65,191.65,192.26,1698278
2026-01-05T20:00:00+00:00,AAPL,192.26,192.98,191.87,192.92,1415491
2026-01-05T20:05:00+00:00,AAPL,192.92,193.31,192.32,192.68,2037726
2026-01-05T20:10:00+00:00,AAPL,192.68,192.99,192.14,192.34,869559
2026-01-05T20:15:00+00:00,AAPL,192.34,192.99,191.97,192.67,2084531
2026-01-05T20:20:00+00:00,AAPL,192.67,193.21,192.6,193.03,900720
2026-01-05T20:25:00+00:00,AAPL,193.03,193.68,192.93,193.55,1136324
2026-01-05T20:30:00+00:00,AAPL,193.55,193.7,192.99,193.19,2393578
2026-01-05T20:35:00+00:00,AAPL,193.19,193.28,193.04,193.1,1555510
2026-01-05T20:40:00+00:00,AAPL,193.1,193.7,192.96,193.44,1789682
2026-01-05T20:45:00+00:00,AAPL,193.44,194.06,193.12,193.83,2196790
2026-01-05T20:50:00+00:00,AAPL,193.83,193.96,193.24,193.48,918574
2026-01-05T20:55:00+00:00,AAPL,193.48,194.41,193.12,194.1,1359278
2026-01-05T21:00:00+00:00,AAPL,194.1,194.49,193.27,193.52,2062394
2026-01-05T21:05:00+00:00,AAPL,193.52,193.62,192.97,193.17,1634700
2026-01-05T14:30:00+00:00,MSFT,410.0,410.73,409.91,410.33,1570446
2026-01-05T14:35:00+00:00,MSFT,410.33,410.42,409.73,409.89,1073344
2026-01-05T14:40:00+00:00,MSFT,409.89,410.16,409.76,409.91,1515799
2026-01-05T14:45:00+00:00,MSFT,409.91,410.39,409.85,410.11,2333103
2026-01-05T14:50:00+00:00,MSFT,410.11,410.49,409.41,409.61,1024374
2026-01-05T14:55:00+00:00,MSFT,409.61,410.38,409.35,410.0,881777
2026-01-05T15:00:00+00:00,MSFT,410.0,410.59,409.81,410.32,1068396
2026-01-05T15:05:00+00:00,MSFT,410.32,411.02,409.95,410.66,1988892
2026-01-05T15:10:00+00:00,MSFT,410.66,411.54,410.5,411.25,2196375
2026-01-05T15:15:00+00:00,MSFT,411.25,411.57,410.78,411.08,1291388
2026-01-05T15:20:00+00:00,MSFT,411.08,411.43,410.99,411.26,2144240
2026-01-05T15:25:00+00:00,MSFT,411.26,411.36,410.97,411.08,1412372
2026-01-05T15:30:00+00:00,MSFT,411.08,411.65,410.92,411.57,2241796
2026-01-05T15:35:00+00:00,MSFT,411.57,411.69,410.82,411.05,2049586
2026-01-05T15:40:00+00:00,MSFT,411.05,411.44,410.52,410.6,895526
2026-01-05T15:45:00+00:00,MSFT,410.6,410.68,410.07,410.12,1814584
2026-01-05T15:50:00+00:00,MSFT,410.12,410.31,409.29,409.65,1012437
2026-01-05T15:55:00+00:00,MSFT,409.65,409.96,408.87,409.25,2081913
2026-01-05T16:00:00+00:00,MSFT,409.25,409.98,409.17,409.75,1758493
2026-01-05T16:05:00+00:00,MSFT,409.75,410.2,409.65,410.08,1087355
2026-01-05T16:10:00+00:00,MSFT,410.08,410.76,409.91,410.44,2296394
2026-01-05T16:15:00+00:00,MSFT,410.44,410.53,409.98,410.27,1933898
2026-01-05T16:20:00+00:00,MSFT,410.27,410.91,410.17,410.51,2224784
2026-01-05T16:25:00+00:00,MSFT,410.51,411.18,410.15,410.92,1597238
2026-01-05T16:30:00+00:00,MSFT,410.92,411.42,410.66,411.23,1543312
2026-01-05T16:35:00+00:00,MSFT,411.23,411.5,410.61,411.01,1593179
2026-01-05T16:40:00+00:00,MSFT,411.01,411.33,410.33,410.67,2177382
2026-01-05T16:45:00+00:00,MSFT,410.67,410.94,410.02,410.39,1418118
2026-01-05T16:50:00+00:00,MSFT,410.39,410.5,409.63,409.92,2379287
2026-01-05T16:55:00+00:00,MSFT,409.92,410.47,409.69,410.33,1936453
2026-01-05T17:00:00+00:00,MSFT,410.33,410.75,410.06,410.44,1922587
2026-01-05T17:05:00+00:00,MSFT,410.44,410.82,410.01,410.14,2112087
2026-01-05T17:10:00+00:00,MSFT,410.14,410.37,410.0,410.2,1460617
2026-01-05T17:15:00+00:00,MSFT,410.2,410.42,409.71,409.91,1390421
2026-01-05T17:20:00+00:00,MSFT,409.91,410.38,409.75,410.18,1091097
2026-01-05T17:25:00+00:00,MSFT,410.18,410.87,410.11,410.53,2116565
2026-01-05T17:30:00+00:00,MSFT,410.53,410.73,410.09,410.22,935084
2026-01-05T17:35:00+00:00,MSFT,410.22,411.2,409.85,410.87,2211709
2026-01-05T17:40:00+00:00,MSFT,410.87,411.03,410.53,410.87,1613028
2026-01-05T17:45:00+00:00,MSFT,410.87,410.99,409.99,410.38,1065660
2026-01-05T17:50:00+00:00,MSFT,410.38,410.78,410.0,410.7,1519165
2026-01-05T17:55:00+00:00,MSFT,410.7,411.43,410.54,411.18,2195949
2026-01-05T18:00:00+00:00,MSFT,411.18,411.49,410.81,410.96,1257218
2026-01-05T18:05:00+00:00,MSFT,410.96,411.2,410.11,410.48,1198241
2026-01-05T18:10:00+00:00,MSFT,410.48,410.68,410.2,410.54,1274671
2026-01-05T18:15:00+00:00,MSFT,410.54,410.76,409.97,410.22,1238762
2026-01-05T18:20:00+00:00,MSFT,410.22,410.46,409.81,410.01,1819564
2026-01-05T18:25:00+00:00,MSFT,410.01,410.37,409.86,410.2,1292834
2026-01-05T18:30:00+00:00,MSFT,410.2,410.43,410.13,410.33,1414995
2026-01-05T18:35:00+00:00,MSFT,410.33,410.7,409.93,410.31,1697082
2026-01-05T18:40:00+00:00,MSFT,410.31,410.42,409.58,409.71,2051259
2026-01-05T18:45:00+00:00,MSFT,409.71,410.07,409.34,409.99,1307062
2026-01-05T18:50:00+00:00,MSFT,409.99,410.18,409.65,409.9,1987109
2026-01-05T18:55:00+00:00,MSFT,409.9,410.3,409.27,409.53,1122271
2026-01-05T19:00:00+00:00,MSFT,409.53,409.67,409.15,409.26,819444
2026-01-05T19:05:00+00:00,MSFT,409.26,409.37,408.7,408.85,1791076
2026-01-05T19:10:00+00:00,MSFT,408.85,409.5,408.67,409.37,1092902
2026-01-05T19:15:00+00:00,MSFT,409.37,409.76,409.16,409.59,1611521
2026-01-05T19:20:00+00:00,MSFT,409.59,409.78,409.17,409.3,1144601
2026-01-05T19:25:00+00:00,MSFT,409.3,409.52,408.9,409.11,849655
2026-01-05T19:30:00+00:00,MSFT,409.11,409.47,408.54,408.88,1697305
2026-01-05T19:35:00+00:00,MSFT,408.88,409.24,408.6,408.8,2318878
2026-01-05T19:40:00+00:00,MSFT,408.8,408.96,408.23,408.36,1883986
2026-01-05T19:45:00+00:00,MSFT,408.36,409.26,408.25,409.02,1091652
2026-01-05T19:50:00+00:00,MSFT,409.02,409.16,408.5,408.71,1042215
2026-01-05T19:55:00+00:00,MSFT,408.71,408.93,407.95,408.19,2231681
2026-01-05T20:00:00+00:00,MSFT,408.19,408.55,407.91,408.35,1293050
2026-01-05T20:05:00+00:00,MSFT,408.35,409.42,408.17,409.05,1985956
2026-01-05T20:10:00+00:00,MSFT,409.05,410.06,408.79,409.67,905671
2026-01-05T20:15:00+00:00,MSFT,409.67,410.14,409.5,410.07,1372375
2026-01-05T20:20:00+00:00,MSFT,410.07,410.29,409.88,410.02,1311454
2026-01-05T20:25:00+00:00,MSFT,410.02,410.23,409.78,410.07,1607888
2026-01-05T20:30:00+00:00,MSFT,410.07,411.0,409.97,410.69,853012
2026-01-05T20:35:00+00:00,MSFT,410.69,411.0,410.4,410.74,894449
2026-01-05T20:40:00+00:00,MSFT,410.74,411.6,410.58,411.25,2254866
2026-01-05T20:45:00+00:00,MSFT,411.25,411.65,411.15,411.34,1655853
2026-01-05T20:50:00+00:00,MSFT,411.34,412.12,411.18,411.76,1728496
2026-01-05T20:55:00+00:00,MSFT,411.76,411.82,411.52,411.61,2353405
2026-01-05T21:00:00+00:00,MSFT,411.61,412.25,411.29,412.01,1188837
2026-01-05T21:05:00+00:00,MSFT,412.01,412.91,411.92,412.51,1429481
2026-01-05T14:30:00+00:00,GOOGL,165.0,165.84,164.66,165.58,1201157
2026-01-05T14:35:00+00:00,GOOGL,165.58,165.89,165.06,165.42,1749433
2026-01-05T14:40:00+00:00,GOOGL,165.42,165.76,164.54,164.88,805322
2026-01-05T14:45:00+00:00,GOOGL,164.88,164.96,164.36,164.72,1397680
2026-01-05T14:50:00+00:00,GOOGL,164.72,165.45,164.48,165.1,1507935
2026-01-05T14:55:00+00:00,GOOGL,165.1,165.5,164.66,164.74,1508426
2026-01-05T15:00:00+00:00,GOOGL,164.74,164.81,164.54,164.75,1829662
2026-01-05T15:05:00+00:00,GOOGL,164.75,165.41,164.46,165.21,1798695
2026-01-05T15:10:00+00:00,GOOGL,165.21,165.36,164.61,164.95,1699947
2026-01-05T15:15:00+00:00,GOOGL,164.95,165.33,164.71,164.8,1835447
2026-01-05T15:20:00+00:00,GOOGL,164.8,165.05,163.95,164.24,2194569
2026-01-05T15:25:00+00:00,GOOGL,164.24,164.57,163.88,164.51,1013338
2026-01-05T15:30:00+00:00,GOOGL,164.51,164.99,164.27,164.67,2261418
2026-01-05T15:35:00+00:00,GOOGL,164.67,164.78,163.71,164.1,2032492
2026-01-05T15:40:00+00:00,GOOGL,164.1,165.15,163.84,164.76,1673140
2026-01-05T15:45:00+00:00,GOOGL,164.76,164.99,164.66,164.8,1120358
2026-01-05T15:50:00+00:00,GOOGL,164.8,164.88,164.27,164.49,1988862
2026-01-05T15:55:00+00:00,GOOGL,164.49,165.41,164.1,165.17,1293077
2026-01-05T16:00:00+00:00,GOOGL,165.17,165.43,164.52,164.76,2349956
2026-01-05T16:05:00+00:00,GOOGL,164.76,164.96,164.35,164.59,1883541
2026-01-05T16:10:00+00:00,GOOGL,164.59,164.69,163.98,164.25,2176829
2026-01-05T16:15:00+00:00,GOOGL,164.25,164.39,163.5,163.88,1364289
2026-01-05T16:20:00+00:00,GOOGL,163.88,164.29,163.69,164.15,1599564
2026-01-05T16:25:00+00:00,GOOGL,164.15,164.47,163.34,163.58,901557
2026-01-05T16:30:00+00:00,GOOGL,163.58,163.98,163.32,163.54,1257688
2026-01-05T16:35:00+00:00,GOOGL,163.54,163.68,163.11,163.39,955321
2026-01-05T16:40:00+00:00,GOOGL,163.39,163.55,162.54,162.88,2015413
2026-01-05T16:45:00+00:00,GOOGL,162.88,163.52,162.77,163.26,2158914
2026-01-05T16:50:00+00:00,GOOGL,163.26,163.41,162.67,162.86,1283695
2026-01-05T16:55:00+00:00,GOOGL,162.86,163.25,162.8,163.0,1754844
2026-01-05T17:00:00+00:00,GOOGL,163.0,163.16,162.43,162.57,2077696
2026-01-05T17:05:00+00:00,GOOGL,162.57,162.97,162.28,162.61,1238107
2026-01-05T17:10:00+00:00,GOOGL,162.61,163.4,162.29,163.24,1176849
2026-01-05T17:15:00+00:00,GOOGL,163.24,163.41,162.66,162.73,2346407
2026-01-05T17:20:00+00:00,GOOGL,162.73,163.09,162.09,162.29,2269679
2026-01-05T17:25:00+00:00,GOOGL,162.29,162.63,162.03,162.12,2030602
2026-01-05T17:30:00+00:00,GOOGL,162.12,162.31,161.31,161.6,1105360
2026-01-05T17:35:00+00:00,GOOGL,161.6,161.68,160.84,161.09,1563695
2026-01-05T17:40:00+00:00,GOOGL,161.09,161.6,160.91,161.47,2030436
2026-01-05T17:45:00+00:00,GOOGL,161.47,161.61,160.88,161.12,1353655
2026-01-05T17:50:00+00:00,GOOGL,161.12,161.53,160.77,161.46,1792206
2026-01-05T17:55:00+00:00,GOOGL,161.46,162.34,161.16,162.09,2371115
2026-01-05T18:00:00+00:00,GOOGL,162.09,162.26,161.4,161.55,1673357
2026-01-05T18:05:00+00:00,GOOGL,161.55,161.84,160.87,161.02,2180528
2026-01-05T18:10:00+00:00,GOOGL,161.02,161.61,160.64,161.46,2119089
2026-01-05T18:15:00+00:00,GOOGL,161.46,161.77,161.17,161.64,1726070
2026-01-05T18:20:00+00:00,GOOGL,161.64,162.45,161.29,162.26,1179991
2026-01-05T18:25:00+00:00,GOOGL,162.26,162.56,161.75,161.88,1776080
2026-01-05T18:30:00+00:00,GOOGL,161.88,162.41,161.6,162.32,2373236
2026-01-05T18:35:00+00:00,GOOGL,162.32,163.1,162.07,162.73,1881936
2026-01-05T18:40:00+00:00,GOOGL,162.73,163.45,162.53,163.33,828321
2026-01-05T18:45:00+00:00,GOOGL,163.33,164.04,163.21,163.78,1553984
2026-01-05T18:50:00+00:00,GOOGL,163.78,164.05,163.45,163.69,2230231
2026-01-05T18:55:00+00:00,GOOGL,163.69,163.75,163.23,163.53,2105873
2026-01-05T19:00:00+00:00,GOOGL,163.53,163.73,163.12,163.27,1904377
2026-01-05T19:05:00+00:00,GOOGL,163.27,163.66,162.39,162.68,2101844
2026-01-05T19:10:00+00:00,GOOGL,162.68,162.94,162.39,162.68,1954525
2026-01-05T19:15:00+00:00,GOOGL,162.68,162.79,162.23,162.46,897473
2026-01-05T19:20:00+00:00,GOOGL,162.46,163.17,162.4,162.85,1859506
2026-01-05T19:25:00+00:00,GOOGL,162.85,163.26,162.66,162.87,1752563
2026-01-05T19:30:00+00:00,GOOGL,162.87,162.93,162.69,162.79,1729747
2026-01-05T19:35:00+00:00,GOOGL,162.79,162.91,162.45,162.54,1309525
2026-01-05T19:40:00+00:00,GOOGL,162.54,162.72,161.84,162.15,2177203
2026-01-05T19:45:00+00:00,GOOGL,162.15,162.99,161.96,162.63,1400060
2026-01-05T19:50:00+00:00,GOOGL,162.63,163.13,162.31,163.01,1059338
2026-01-05T19:55:00+00:00,GOOGL,163.01,163.17,162.55,162.87,1934752
2026-01-05T20:00:00+00:00,GOOGL,162.87,163.88,162.79,163.53,1731485
2026-01-05T20:05:00+00:00,GOOGL,163.53,163.86,163.35,163.42,1514252
2026-01-05T20:10:00+00:00,GOOGL,163.42,163.63,162.67,162.96,2163469
2026-01-05T20:15:00+00:00,GOOGL,162.96,163.08,162.82,162.9,2035437
2026-01-05T20:20:00+00:00,GOOGL,162.9,163.95,162.57,163.59,978171
2026-01-05T20:25:00+00:00,GOOGL,163.59,163.81,163.11,163.27,1387591
2026-01-05T20:30:00+00:00,GOOGL,163.27,163.64,163.17,163.54,1450304
2026-01-05T20:35:00+00:00,GOOGL,163.54,163.84,163.14,163.6,2002286
2026-01-05T20:40:00+00:00,GOOGL,163.6,164.18,163.42,163.9,1569613
2026-01-05T20:45:00+00:00,GOOGL,163.9,164.25,163.37,163.75,1019936
2026-01-05T20:50:00+00:00,GOOGL,163.75,164.3,163.4,164.1,1748788
2026-01-05T20:55:00+00:00,GOOGL,164.1,164.36,163.47,163.66,1693530
2026-01-05T21:00:00+00:00,GOOGL,163.66,164.29,163.56,163.9,2029924
2026-01-05T21:05:00+00:00,GOOGL,163.9,164.65,163.77,164.34,1586319
